,name,orig-name,params,succeeded,class,path,ts_amchi
497,C7KET13 = H2O + C7Y13,C7KET13 = H2O + C7Y13,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
513,IC6Q45-2 => IC4H8 + HO2CH2CHO + OH,IC6Q45-2 => IC4H8 + HO2CH2CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
522,CVCCOJCVCC = C2H3CHO + C3H5-A,CVCCOJCVCC = C2H3CHO + C3H5-A,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
523,C7H14O1-3 + OH => C2H4 + PC4H9CO + H2O,C7H14O1-3 + OH => C2H4 + PC4H9CO + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
524,C7H14OOH2-5O2 = C7KET25 + OH,C7H14OOH2-5O2 = C7KET25 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
525,C6H13-1 + CH3O2 = C6H13O-1 + CH3O,C6H13-1 + CH3O2 = C6H13O-1 + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
527,C6H11O23-1OOH => CH2O + PC4H8CHO-1 + OH,C6H11O23-1OOH => CH2O + PC4H8CHO-1 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
530,C6H6 + O = C5H6 + CO,C6H6 + O = C5H6 + CO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
532,C7H13OH2O1-3 + HO2 => H2O2 + PC4H9CO + C2H3OH,C7H13OH2O1-3 + HO2 => H2O2 + PC4H9CO + C2H3OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
540,IC6O1-3 + OH => C2H5CO + C3H6 + H2O,IC6O1-3 + OH => C2H5CO + C3H6 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
543,MVOX + OH => H2O + C3H6 + C2H3CO,MVOX + OH => H2O + C3H6 + C2H3CO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
