,name,smiles,inchi
1599,C6H12OH-2J1,CCCCC(O)[CH2],"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6-7H,2-5H2,1H3"
1600,C6H12OH-2J3,CCC[CH]C(O)C,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h5-7H,3-4H2,1-2H3"
1601,C6H12OH-2O2-1,CCCCC(CO[O])O,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6-7H,2-5H2,1H3"
1602,C6H12OH-2O2-3,CCCC(C(O)C)O[O],"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3"
1603,C6H12OH-3J2,CCCC([CH]C)O,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h4,6-7H,3,5H2,1-2H3"
1604,C6H12OH-3J4,CC[CH]C(CC)O,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h5-7H,3-4H2,1-2H3"
1605,C6H12OH-3O2-2,CC(C(CCC)O)O[O],"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-7H,3-4H2,1-2H3"
1606,C6H12OH-3O2-4,CCC(C(CC)O)O[O],"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-7H,3-4H2,1-2H3"
1607,C6H12OOH1-2,CCCC[CH]COO,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h5,7H,2-4,6H2,1H3"
1608,C6H12OOH1-2O,CCCCC(COO)[O],"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6,8H,2-5H2,1H3"
1609,C6H12OOH1-2O2,CCCCC(COO)O[O],"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-7H,2-5H2,1H3"
1610,C6H12OOH1-3,CCC[CH]CCOO,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h4,7H,2-3,5-6H2,1H3"
1611,C6H12OOH1-3O,CCCC(CCOO)[O],"InChI=1S/C6H13O3/c1-2-3-6(7)4-5-9-8/h6,8H,2-5H2,1H3"
1612,C6H12OOH1-3O2,CCCC(CCOO)O[O],"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-7H,2-5H2,1H3"
1613,C6H12OOH1-4,CC[CH]CCCOO,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h3,7H,2,4-6H2,1H3"
1614,C6H12OOH1-4O,OOCCCC(CC)[O],"InChI=1S/C6H13O3/c1-2-6(7)4-3-5-9-8/h6,8H,2-5H2,1H3"
1615,C6H12OOH1-4O2,OOCCCC(O[O])CC,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-7H,2-5H2,1H3"
1616,C6H12OOH1-5,C[CH]CCCCOO,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2,7H,3-6H2,1H3"
1617,C6H12OOH1-5O,OOCCCCC([O])C,"InChI=1S/C6H13O3/c1-6(7)4-2-3-5-9-8/h6,8H,2-5H2,1H3"
1618,C6H12OOH1-5O2,OOCCCCC(O[O])C,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-7H,2-5H2,1H3"
1619,C6H12OOH2-1,[CH2]C(OO)CCCC,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,2-5H2,1H3"
1620,C6H12OOH2-1O,CCCCC(OO)C[O],"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6,8H,2-5H2,1H3"
1621,C6H12OOH2-1O2,CCCCC(CO[O])OO,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6,8H,2-5H2,1H3"
1622,C6H12OOH2-3,CC(OO)[CH]CCC,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h5-7H,3-4H2,1-2H3"
1623,C6H12OOH2-3O,CC(C(CCC)[O])OO,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-6,8H,3-4H2,1-2H3"
1624,C6H12OOH2-3O2,CC(C(O[O])CCC)OO,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-7H,3-4H2,1-2H3"
1625,C6H12OOH2-4,CC(OO)C[CH]CC,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h4,6-7H,3,5H2,1-2H3"
1626,C6H12OOH2-4O,CCC(CC(OO)C)[O],"InChI=1S/C6H13O3/c1-3-6(7)4-5(2)9-8/h5-6,8H,3-4H2,1-2H3"
1627,C6H12OOH2-4O2,OOC(CC(O[O])CC)C,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-7H,3-4H2,1-2H3"
1628,C6H12OOH2-5,CC(OO)CC[CH]C,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h3,6-7H,4-5H2,1-2H3"
1629,C6H12OOH2-5O,OOC(CCC([O])C)C,"InChI=1S/C6H13O3/c1-5(7)3-4-6(2)9-8/h5-6,8H,3-4H2,1-2H3"
1630,C6H12OOH2-5O2,OOC(CCC(O[O])C)C,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h5-7H,3-4H2,1-2H3"
1631,C6H12OOH2-6,CC(OO)CCC[CH2],"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,1,3-5H2,2H3"
1632,C6H12OOH2-6O,[O]CCCCC(OO)C,"InChI=1S/C6H13O3/c1-6(9-8)4-2-3-5-7/h6,8H,2-5H2,1H3"
1633,C6H12OOH2-6O2,[O]OCCCCC(OO)C,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6,8H,2-5H2,1H3"
1634,C6H12OOH3-1,CCCC(OO)C[CH2],"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,2-5H2,1H3"
1635,C6H12OOH3-1O,CCCC(CC[O])OO,"InChI=1S/C6H13O3/c1-2-3-6(9-8)4-5-7/h6,8H,2-5H2,1H3"
1636,C6H12OOH3-1O2,CCCC(CCO[O])OO,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6,8H,2-5H2,1H3"
1637,C6H12OOH3-2,CCCC(OO)[CH]C,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h4,6-7H,3,5H2,1-2H3"
1638,C6H12OOH3-2O,CCCC(C([O])C)OO,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-6,8H,3-4H2,1-2H3"
1639,C6H12OOH3-2O2,CC(C(OO)CCC)O[O],"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-6,8H,3-4H2,1-2H3"
1640,C6H12OOH3-4,CC[CH]C(OO)CC,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h5-7H,3-4H2,1-2H3"
1641,C6H12OOH3-4O,CCC(C(CC)[O])OO,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-6,8H,3-4H2,1-2H3"
1642,C6H12OOH3-4O2,CCC(C(OO)CC)O[O],"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-7H,3-4H2,1-2H3"
1643,C6H12OOH3-5,C[CH]CC(OO)CC,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h3,6-7H,4-5H2,1-2H3"
1644,C6H12OOH3-5O,CCC(CC([O])C)OO,"InChI=1S/C6H13O3/c1-3-6(9-8)4-5(2)7/h5-6,8H,3-4H2,1-2H3"
1645,C6H12OOH3-5O2,[O]OC(CC(OO)CC)C,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3"
1646,C6H12OOH3-6,[CH2]CCC(OO)CC,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3"
1647,C6H12OOH3-6O,[O]CCCC(OO)CC,"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3"
1648,C6H12OOH3-6O2,[O]OCCCC(OO)CC,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3"
1649,C6H13-1,CCCCC[CH2],"InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3"
1650,C6H13-2,C[CH]CCCC,"InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3"
1651,C6H13-3,CC[CH]CCC,"InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3"
1652,C6H13O-1,CCCCCC[O],"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3"
1653,C6H13O-2,CCCCC([O])C,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3"
1654,C6H13O2-1,CCCCCCO[O],"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2-6H2,1H3"
1655,C6H13O2-2,CC(O[O])CCCC,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3"
1656,C6H13O2-3,CCCC(O[O])CC,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3"
1657,C6H13O-3,CCCC(CC)[O],"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3"
1658,I3C6-1,CCC(C[CH2])C,"InChI=1S/C6H13/c1-4-6(3)5-2/h6H,1,4-5H2,2-3H3"
1659,I3C6-1O,[O]CCC(CC)C,"InChI=1S/C6H13O/c1-3-6(2)4-5-7/h6H,3-5H2,1-2H3"
1660,I3C6-1O2,CC(CC)CCO[O],"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6H,3-5H2,1-2H3"
1661,I3C6-2,C[CH]C(CC)C,"InChI=1S/C6H13/c1-4-6(3)5-2/h4,6H,5H2,1-3H3"
1662,I3C6-2O,CCC(C([O])C)C,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3"
1663,I3C6-2O2,CCC(C(O[O])C)C,"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3"
1664,I3C6-3,CC[C](CC)C,"InChI=1S/C6H13/c1-4-6(3)5-2/h4-5H2,1-3H3"
1665,I3C6-3O,CCC(CC)([O])C,"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4-5H2,1-3H3"
1666,I3C6-3O2,CCC(O[O])(CC)C,"InChI=1S/C6H13O2/c1-4-6(3,5-2)8-7/h4-5H2,1-3H3"
1667,I3C6-4,CCC(CC)[CH2],"InChI=1S/C6H13/c1-4-6(3)5-2/h6H,3-5H2,1-2H3"
1668,I3C6-4O,CCC(C[O])CC,"InChI=1S/C6H13O/c1-3-6(4-2)5-7/h6H,3-5H2,1-2H3"
1669,I3C6-4O2,CCC(CO[O])CC,"InChI=1S/C6H13O2/c1-3-6(4-2)5-8-7/h6H,3-5H2,1-2H3"
1670,I3C6OH1-2J,OC[CH]C(CC)C,"InChI=1S/C6H13O/c1-3-6(2)4-5-7/h4,6-7H,3,5H2,1-2H3"
1671,I3C6OH1-2O2,CCC(C(O[O])CO)C,"InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3"
1672,I3C6OH2-1J,CCC(C(O)[CH2])C,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3"
1673,I3C6OH2-1O2,CC(C(CO[O])O)CC,"InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3"
1674,I3C6OH2-3J,CC[C](C(O)C)C,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h6-7H,4H2,1-3H3"
1675,I3C6OH2-3O2,CCC(C(O)C)(O[O])C,"InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3"
1676,I3C6OH3-2J,C[CH]C(CC)(O)C,"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4,7H,5H2,1-3H3"
1677,I3C6OH3-2O2,[O]OC(C(CC)(O)C)C,"InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3"
1678,I3C6OH3-4J,CCC(CC)(O)[CH2],"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h7H,3-5H2,1-2H3"
1679,I3C6OH3-4O2,CCC(CO[O])(CC)O,"InChI=1S/C6H13O3/c1-3-6(7,4-2)5-9-8/h7H,3-5H2,1-2H3"
1680,I3C6OH4-3J,CC[C](CO)CC,"InChI=1S/C6H13O/c1-3-6(4-2)5-7/h7H,3-5H2,1-2H3"
1681,I3C6OH4-3O2,CCC(O[O])(CO)CC,"InChI=1S/C6H13O3/c1-3-6(4-2,5-7)9-8/h7H,3-5H2,1-2H3"
1682,I3C6OOH1-2,CC(CC)[CH]COO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h4,6-7H,3,5H2,1-2H3"
1683,I3C6OOH1-2O2,CC(C(O[O])COO)CC,"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3"
1684,I3C6OOH1-3,C[C](CC)CCOO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h7H,3-5H2,1-2H3"
1685,I3C6OOH1-3O2,OOCCC(O[O])(CC)C,"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7H,3-5H2,1-2H3"
1686,I3C6OOH1-4,[CH2]C(CC)CCOO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6-7H,2-5H2,1H3"
1687,I3C6OOH1-4O2,OOCCC(CO[O])CC,"InChI=1S/C6H13O4/c1-2-6(5-10-8)3-4-9-7/h6-7H,2-5H2,1H3"
1688,I3C6OOH1-5,CC([CH]C)CCOO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h3,6-7H,4-5H2,1-2H3"
1689,I3C6OOH1-5O2,OOCCC(C(O[O])C)C,"InChI=1S/C6H13O4/c1-5(3-4-9-7)6(2)10-8/h5-7H,3-4H2,1-2H3"
1690,I3C6OOH1-6,CC(C[CH2])CCOO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6-7H,1,3-5H2,2H3"
1691,I3C6OOH1-6O2,OOCCC(CCO[O])C,"InChI=1S/C6H13O4/c1-6(2-4-9-7)3-5-10-8/h6-7H,2-5H2,1H3"
1692,I3C6OOH2-1,CCC(C(OO)[CH2])C,"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-7H,3-4H2,1-2H3"
1693,I3C6OOH2-1O2,CC(C(OO)CO[O])CC,"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-6,8H,3-4H2,1-2H3"
1694,I3C6OOH2-3,CC[C](C(OO)C)C,"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h6-7H,4H2,1-3H3"
1695,I3C6OOH2-3O2,OOC(C(O[O])(CC)C)C,"InChI=1S/C6H13O4/c1-4-6(3,10-8)5(2)9-7/h5,7H,4H2,1-3H3"
1696,I3C6OOH2-4,CCC(C(OO)C)[CH2],"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-7H,2,4H2,1,3H3"
1697,I3C6OOH2-4O2,[O]OCC(C(OO)C)CC,"InChI=1S/C6H13O4/c1-3-6(4-9-7)5(2)10-8/h5-6,8H,3-4H2,1-2H3"
1698,I3C6OOH2-5,C[CH]C(C(OO)C)C,"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h4-7H,1-3H3"
1699,I3C6OOH2-5O2,OOC(C(C(O[O])C)C)C,"InChI=1S/C6H13O4/c1-4(5(2)9-7)6(3)10-8/h4-7H,1-3H3"
1700,I3C6OOH2-6,[CH2]CC(C(OO)C)C,"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-7H,1,4H2,2-3H3"
1701,I3C6OOH2-6O2,[O]OCCC(C(OO)C)C,"InChI=1S/C6H13O4/c1-5(3-4-9-7)6(2)10-8/h5-6,8H,3-4H2,1-2H3"
1702,I3C6OOH3-1,CCC(OO)(C[CH2])C,"InChI=1S/C6H13O2/c1-4-6(3,5-2)8-7/h7H,1,4-5H2,2-3H3"
1703,I3C6OOH3-1O2,[O]OCCC(OO)(CC)C,"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h8H,3-5H2,1-2H3"
1704,I3C6OOH3-2,C[CH]C(OO)(CC)C,"InChI=1S/C6H13O2/c1-4-6(3,5-2)8-7/h4,7H,5H2,1-3H3"
1705,I3C6OOH3-2O2,[O]OC(C(OO)(CC)C)C,"InChI=1S/C6H13O4/c1-4-6(3,10-8)5(2)9-7/h5,8H,4H2,1-3H3"
1706,I3C6OOH3-4,CCC(OO)(CC)[CH2],"InChI=1S/C6H13O2/c1-4-6(3,5-2)8-7/h7H,3-5H2,1-2H3"
1707,I3C6OOH3-4O2,[O]OCC(OO)(CC)CC,"InChI=1S/C6H13O4/c1-3-6(4-2,10-8)5-9-7/h8H,3-5H2,1-2H3"
1708,I3C6OOH4-1,CCC(COO)C[CH2],"InChI=1S/C6H13O2/c1-3-6(4-2)5-8-7/h6-7H,1,3-5H2,2H3"
1709,I3C6OOH4-1O2,[O]OCCC(COO)CC,"InChI=1S/C6H13O4/c1-2-6(5-10-8)3-4-9-7/h6,8H,2-5H2,1H3"
1710,I3C6OOH4-2,C[CH]C(COO)CC,"InChI=1S/C6H13O2/c1-3-6(4-2)5-8-7/h3,6-7H,4-5H2,1-2H3"
1711,I3C6OOH4-2O2,OOCC(C(O[O])C)CC,"InChI=1S/C6H13O4/c1-3-6(4-9-7)5(2)10-8/h5-7H,3-4H2,1-2H3"
1712,I3C6OOH4-3,CC[C](COO)CC,"InChI=1S/C6H13O2/c1-3-6(4-2)5-8-7/h7H,3-5H2,1-2H3"
1713,I3C6OOH4-3O2,OOCC(O[O])(CC)CC,"InChI=1S/C6H13O4/c1-3-6(4-2,10-8)5-9-7/h7H,3-5H2,1-2H3"
1714,I3C6Q12-3,C[C](C(OO)COO)CC,"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h6-8H,3-4H2,1-2H3"
1715,I3C6Q12-4,[CH2]C(C(OO)COO)CC,"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-8H,2-4H2,1H3"
1716,I3C6Q12-5,CC(C(OO)COO)[CH]C,"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h3,5-8H,4H2,1-2H3"
1717,I3C6Q12-6,CC(C(OO)COO)C[CH2],"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-8H,1,3-4H2,2H3"
1718,I3C6Q13-2,OOC[CH]C(OO)(CC)C,"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h4,7-8H,3,5H2,1-2H3"
1719,I3C6Q13-4,OOCCC(OO)(CC)[CH2],"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7-8H,2-5H2,1H3"
1720,I3C6Q13-5,OOCCC(OO)([CH]C)C,"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h3,7-8H,4-5H2,1-2H3"
1721,I3C6Q13-6,OOCCC(OO)(C[CH2])C,"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7-8H,1,3-5H2,2H3"
1722,I3C6Q14-2,OOC[CH]C(COO)CC,"InChI=1S/C6H13O4/c1-2-6(5-10-8)3-4-9-7/h3,6-8H,2,4-5H2,1H3"
1723,I3C6Q14-3,OOCC[C](COO)CC,"InChI=1S/C6H13O4/c1-2-6(5-10-8)3-4-9-7/h7-8H,2-5H2,1H3"
1724,I3C6Q14-5,OOCCC(COO)[CH]C,"InChI=1S/C6H13O4/c1-2-6(5-10-8)3-4-9-7/h2,6-8H,3-5H2,1H3"
1725,I3C6Q14-6,OOCCC(COO)C[CH2],"InChI=1S/C6H13O4/c1-2-6(5-10-8)3-4-9-7/h6-8H,1-5H2"
1726,I3C6Q15-2,OOC[CH]C(C(OO)C)C,"InChI=1S/C6H13O4/c1-5(3-4-9-7)6(2)10-8/h3,5-8H,4H2,1-2H3"
1727,I3C6Q15-3,OOCC[C](C(OO)C)C,"InChI=1S/C6H13O4/c1-5(3-4-9-7)6(2)10-8/h6-8H,3-4H2,1-2H3"
1728,I3C6Q15-4,OOCCC(C(OO)C)[CH2],"InChI=1S/C6H13O4/c1-5(3-4-9-7)6(2)10-8/h5-8H,1,3-4H2,2H3"
1729,I3C6Q15-6,OOCCC(C(OO)[CH2])C,"InChI=1S/C6H13O4/c1-5(3-4-9-7)6(2)10-8/h5-8H,2-4H2,1H3"
1730,I3C6Q16-2,OOC[CH]C(CCOO)C,"InChI=1S/C6H13O4/c1-6(2-4-9-7)3-5-10-8/h2,6-8H,3-5H2,1H3"
1731,I3C6Q16-3,OOCC[C](CCOO)C,"InChI=1S/C6H13O4/c1-6(2-4-9-7)3-5-10-8/h7-8H,2-5H2,1H3"
1732,I3C6Q16-4,OOCCC(CCOO)[CH2],"InChI=1S/C6H13O4/c1-6(2-4-9-7)3-5-10-8/h6-8H,1-5H2"
1733,I3C6Q23-1,OOC(C(OO)(CC)C)[CH2],"InChI=1S/C6H13O4/c1-4-6(3,10-8)5(2)9-7/h5,7-8H,2,4H2,1,3H3"
1734,I3C6Q23-4,OOC(C(OO)(CC)[CH2])C,"InChI=1S/C6H13O4/c1-4-6(3,10-8)5(2)9-7/h5,7-8H,3-4H2,1-2H3"
1735,I3C6Q23-5,OOC(C(OO)([CH]C)C)C,"InChI=1S/C6H13O4/c1-4-6(3,10-8)5(2)9-7/h4-5,7-8H,1-3H3"
1736,I3C6Q23-6,OOC(C(OO)(C[CH2])C)C,"InChI=1S/C6H13O4/c1-4-6(3,10-8)5(2)9-7/h5,7-8H,1,4H2,2-3H3"
1737,I3C6Q24-1,OOCC(C(OO)[CH2])CC,"InChI=1S/C6H13O4/c1-3-6(4-9-7)5(2)10-8/h5-8H,2-4H2,1H3"
1738,I3C6Q24-3,OOC[C](C(OO)C)CC,"InChI=1S/C6H13O4/c1-3-6(4-9-7)5(2)10-8/h5,7-8H,3-4H2,1-2H3"
1739,I3C6Q24-5,OOCC(C(OO)C)[CH]C,"InChI=1S/C6H13O4/c1-3-6(4-9-7)5(2)10-8/h3,5-8H,4H2,1-2H3"
1740,I3C6Q24-6,OOCC(C(OO)C)C[CH2],"InChI=1S/C6H13O4/c1-3-6(4-9-7)5(2)10-8/h5-8H,1,3-4H2,2H3"
1741,I3C6Q25-1,OOC(C(C(OO)C)C)[CH2],"InChI=1S/C6H13O4/c1-4(5(2)9-7)6(3)10-8/h4-8H,2H2,1,3H3"
1742,I3C6Q25-3,OOC([C](C(OO)C)C)C,"InChI=1S/C6H13O4/c1-4(5(2)9-7)6(3)10-8/h5-8H,1-3H3"
1743,I3C6Q25-4,OOC(C(C(OO)C)[CH2])C,"InChI=1S/C6H13O4/c1-4(5(2)9-7)6(3)10-8/h4-8H,1H2,2-3H3"
1744,I3C6Q34-1,OOCC(OO)(C[CH2])CC,"InChI=1S/C6H13O4/c1-3-6(4-2,10-8)5-9-7/h7-8H,1,3-5H2,2H3"
1745,I3C6Q34-2,OOCC(OO)([CH]C)CC,"InChI=1S/C6H13O4/c1-3-6(4-2,10-8)5-9-7/h3,7-8H,4-5H2,1-2H3"
1746,IC6-1,CCCC([CH2])C,"InChI=1S/C6H13/c1-4-5-6(2)3/h6H,2,4-5H2,1,3H3"
1747,IC6-1O,CCCC(C[O])C,"InChI=1S/C6H13O/c1-3-4-6(2)5-7/h6H,3-5H2,1-2H3"
1748,IC6-1O2,CCCC(CO[O])C,"InChI=1S/C6H13O2/c1-3-4-6(2)5-8-7/h6H,3-5H2,1-2H3"
1749,IC6-2,CCC[C](C)C,"InChI=1S/C6H13/c1-4-5-6(2)3/h4-5H2,1-3H3"
1750,IC6-2O,CCCC([O])(C)C,"InChI=1S/C6H13O/c1-4-5-6(2,3)7/h4-5H2,1-3H3"
1751,IC6-2O2,CCCC(O[O])(C)C,"InChI=1S/C6H13O2/c1-4-5-6(2,3)8-7/h4-5H2,1-3H3"
1752,IC6-3,CC[CH]C(C)C,"InChI=1S/C6H13/c1-4-5-6(2)3/h5-6H,4H2,1-3H3"
1753,IC6-3O,CCC(C(C)C)[O],"InChI=1S/C6H13O/c1-4-6(7)5(2)3/h5-6H,4H2,1-3H3"
1754,IC6-3O2,CCC(C(C)C)O[O],"InChI=1S/C6H13O2/c1-4-6(8-7)5(2)3/h5-6H,4H2,1-3H3"
1755,IC6-4,C[CH]CC(C)C,"InChI=1S/C6H13/c1-4-5-6(2)3/h4,6H,5H2,1-3H3"
1756,IC6-4O,CC(CC([O])C)C,"InChI=1S/C6H13O/c1-5(2)4-6(3)7/h5-6H,4H2,1-3H3"
1757,IC6-4O2,[O]OC(CC(C)C)C,"InChI=1S/C6H13O2/c1-5(2)4-6(3)8-7/h5-6H,4H2,1-3H3"
1758,IC6-5,[CH2]CCC(C)C,"InChI=1S/C6H13/c1-4-5-6(2)3/h6H,1,4-5H2,2-3H3"
1759,IC6-5O,[O]CCCC(C)C,"InChI=1S/C6H13O/c1-6(2)4-3-5-7/h6H,3-5H2,1-2H3"
1760,IC6-5O2,[O]OCCCC(C)C,"InChI=1S/C6H13O2/c1-6(2)4-3-5-8-7/h6H,3-5H2,1-2H3"
1761,IC6OH1-2J,CCC[C](CO)C,"InChI=1S/C6H13O/c1-3-4-6(2)5-7/h7H,3-5H2,1-2H3"
1762,IC6OH1-2O2,CCCC(O[O])(CO)C,"InChI=1S/C6H13O3/c1-3-4-6(2,5-7)9-8/h7H,3-5H2,1-2H3"
1763,IC6OH2-1J,CCCC(O)([CH2])C,"InChI=1S/C6H13O/c1-4-5-6(2,3)7/h7H,2,4-5H2,1,3H3"
1764,IC6OH2-1O2,CCCC(CO[O])(O)C,"InChI=1S/C6H13O3/c1-3-4-6(2,7)5-9-8/h7H,3-5H2,1-2H3"
1765,IC6OH2-3J,CC[CH]C(O)(C)C,"InChI=1S/C6H13O/c1-4-5-6(2,3)7/h5,7H,4H2,1-3H3"
1766,IC6OH2-3O2,CCC(C(O)(C)C)O[O],"InChI=1S/C6H13O3/c1-4-5(9-8)6(2,3)7/h5,7H,4H2,1-3H3"
1767,IC6OH3-2J,CCC([C](C)C)O,"InChI=1S/C6H13O/c1-4-6(7)5(2)3/h6-7H,4H2,1-3H3"
1768,IC6OH3-2O2,CCC(C(O[O])(C)C)O,"InChI=1S/C6H13O3/c1-4-5(7)6(2,3)9-8/h5,7H,4H2,1-3H3"
1769,IC6OH3-4J,C[CH]C(C(C)C)O,"InChI=1S/C6H13O/c1-4-6(7)5(2)3/h4-7H,1-3H3"
1770,IC6OH3-4O2,[O]OC(C(C(C)C)O)C,"InChI=1S/C6H13O3/c1-4(2)6(7)5(3)9-8/h4-7H,1-3H3"
1771,IC6OH4-3J,CC([CH]C(O)C)C,"InChI=1S/C6H13O/c1-5(2)4-6(3)7/h4-7H,1-3H3"
1772,IC6OH4-3O2,[O]OC(C(O)C)C(C)C,"InChI=1S/C6H13O3/c1-4(2)6(9-8)5(3)7/h4-7H,1-3H3"
1773,IC6OH4-5J,CC(CC(O)[CH2])C,"InChI=1S/C6H13O/c1-5(2)4-6(3)7/h5-7H,3-4H2,1-2H3"
1774,IC6OH4-5O2,[O]OCC(CC(C)C)O,"InChI=1S/C6H13O3/c1-5(2)3-6(7)4-9-8/h5-7H,3-4H2,1-2H3"
1775,IC6OH5-4J,OC[CH]CC(C)C,"InChI=1S/C6H13O/c1-6(2)4-3-5-7/h3,6-7H,4-5H2,1-2H3"
